Config,Model,Recall,Precision
leakfree,XGBoost,0.915303738317757,0.5207133362871068
leakfree,XGBoost,0.9117990654205608,0.5232402234636871
leakfree,XGBoost,0.9096573208722741,0.526659903054898
leakfree,XGBoost,0.9061526479750779,0.5293448589626933
leakfree,XGBoost,0.9030373831775701,0.5321858864027539
leakfree,XGBoost,0.8987538940809969,0.5344448303809193
leakfree,XGBoost,0.8960280373831776,0.5376796354714336
leakfree,XGBoost,0.8915498442367601,0.539849092195237
leakfree,XGBoost,0.8876557632398754,0.5424797715373632
leakfree,XGBoost,0.8835669781931464,0.5449741803770866
leakfree,XGBoost,0.8802570093457944,0.5480664322948237
leakfree,XGBoost,0.8761682242990654,0.5506607929515418
leakfree,XGBoost,0.8713006230529595,0.5528103767757875
leakfree,XGBoost,0.8654595015576324,0.5545851528384279
leakfree,XGBoost,0.8619548286604362,0.5576971529352481
leakfree,XGBoost,0.8578660436137072,0.5605597964376591
leakfree,XGBoost,0.8529984423676013,0.5628934858023898
leakfree,XGBoost,0.849493769470405,0.5661821956916688
leakfree,XGBoost,0.846183800623053,0.5698177527205979
leakfree,XGBoost,0.8422897196261683,0.5732078971776865
leakfree,XGBoost,0.8364485981308412,0.575177399919668
leakfree,XGBoost,0.8311915887850467,0.5775943715329455
leakfree,XGBoost,0.8278816199376947,0.5813508340169538
leakfree,XGBoost,0.8234034267912772,0.5844389165284688
leakfree,XGBoost,0.8185358255451713,0.5872328537505238
leakfree,XGBoost,0.8138629283489096,0.5903121028103375
leakfree,XGBoost,0.8072429906542056,0.5920319862915894
leakfree,XGBoost,0.8012071651090342,0.5942238267148015
leakfree,XGBoost,0.7957554517133957,0.5969037534686724
leakfree,XGBoost,0.7895249221183801,0.5990545132220416
leakfree,XGBoost,0.7856308411214953,0.6029587567244471
leakfree,XGBoost,0.7809579439252337,0.6064408829755065
leakfree,XGBoost,0.7747274143302181,0.6086890010708276
leakfree,XGBoost,0.7706386292834891,0.612883245586869
leakfree,XGBoost,0.7638239875389408,0.6147939194483624
leakfree,XGBoost,0.7591510903426791,0.618496192893401
leakfree,XGBoost,0.7523364485981309,0.6206231930613556
leakfree,XGBoost,0.7461059190031153,0.6231907627256464
leakfree,XGBoost,0.7410436137071651,0.6268115942028986
leakfree,XGBoost,0.7353971962616822,0.6301301301301301
leakfree,XGBoost,0.7289719626168224,0.6328600405679513
leakfree,XGBoost,0.7225467289719626,0.6356628982528263
leakfree,XGBoost,0.7159267912772586,0.6383680555555555
leakfree,XGBoost,0.7104750778816199,0.642090445187401
leakfree,XGBoost,0.7036604361370716,0.6447814451382694
leakfree,XGBoost,0.69898753894081,0.6495386285507508
leakfree,XGBoost,0.6925623052959502,0.6527803266654432
leakfree,XGBoost,0.6851635514018691,0.6551852541426177
leakfree,XGBoost,0.6787383177570093,0.6584812995844352
leakfree,XGBoost,0.6725077881619937,0.662320230105465
leakfree,XGBoost,0.6647196261682243,0.6644608797197353
leakfree,XGBoost,0.6577102803738317,0.6674570243034973
leakfree,XGBoost,0.6508956386292835,0.6708809953843067
leakfree,XGBoost,0.6440809968847352,0.6742763962494904
leakfree,XGBoost,0.6378504672897196,0.6785418392709196
leakfree,XGBoost,0.631619937694704,0.6828036202904652
leakfree,XGBoost,0.6261682242990654,0.6880616174582799
leakfree,XGBoost,0.617601246105919,0.6903155603917301
leakfree,XGBoost,0.6100077881619937,0.6934484285081894
leakfree,XGBoost,0.6008566978193146,0.695045045045045
leakfree,XGBoost,0.5919003115264797,0.6967682787073115
leakfree,XGBoost,0.5843068535825545,0.7001866542230518
leakfree,XGBoost,0.5763239875389408,0.7034220532319392
leakfree,XGBoost,0.5685358255451713,0.7068506414911644
leakfree,XGBoost,0.5607476635514018,0.7105847520355293
leakfree,XGBoost,0.5537383177570093,0.7156517362858581
leakfree,XGBoost,0.5463395638629284,0.7200410572235053
leakfree,XGBoost,0.5385514018691588,0.7242733699921445
leakfree,XGBoost,0.5301791277258567,0.727685729556387
leakfree,XGBoost,0.5223909657320872,0.7324597324597325
leakfree,XGBoost,0.514018691588785,0.7366071428571429
leakfree,XGBoost,0.5056464174454829,0.7405189620758483
leakfree,XGBoost,0.49727414330218067,0.7448235637212015
leakfree,XGBoost,0.48812305295950154,0.7479116945107399
leakfree,XGBoost,0.48014018691588783,0.7529770992366412
leakfree,XGBoost,0.4717679127725857,0.7581351689612015
leakfree,XGBoost,0.4624221183800623,0.7614620070535428
leakfree,XGBoost,0.45366043613707163,0.7661953304833936
leakfree,XGBoost,0.4445093457943925,0.7705028687141411
leakfree,XGBoost,0.4349688473520249,0.774081774081774
leakfree,XGBoost,0.4252336448598131,0.7780548628428927
leakfree,XGBoost,0.4158878504672897,0.7824175824175824
leakfree,XGBoost,0.404595015576324,0.7835595776772247
leakfree,XGBoost,0.39388629283489096,0.786547433903577
leakfree,XGBoost,0.3847352024922118,0.7919839679358718
leakfree,XGBoost,0.37519470404984423,0.7972693421597021
leakfree,XGBoost,0.3654595015576324,0.8021367521367522
leakfree,XGBoost,0.35377725856697817,0.8029164825452939
leakfree,XGBoost,0.34248442367601245,0.806141154903758
leakfree,XGBoost,0.3317757009345794,0.809501187648456
leakfree,XGBoost,0.32184579439252337,0.8154908732116428
leakfree,XGBoost,0.3109423676012461,0.8193945613134941
leakfree,XGBoost,0.30003894080996885,0.8231837606837606
leakfree,XGBoost,0.2891355140186916,0.8286830357142857
leakfree,XGBoost,0.27940031152647976,0.8367346938775511
leakfree,XGBoost,0.26966510903426794,0.8455433455433455
leakfree,XGBoost,0.2601246105919003,0.8564102564102564
leakfree,XGBoost,0.24941588785046728,0.863789615643965
leakfree,XGBoost,0.23792834890965733,0.8697508896797153
leakfree,XGBoost,0.22585669781931464,0.8734939759036144
leakfree,XGBoost,0.21456386292834892,0.8808952837729817
leakfree,XGBoost,0.2034657320872274,0.8908780903665814
leakfree,XGBoost,0.1906152647975078,0.8948811700182815
leakfree,XGBoost,0.1779595015576324,0.8987217305801377
leakfree,XGBoost,0.16549844236760125,0.9052183173588925
leakfree,XGBoost,0.15245327102803738,0.9083526682134571
leakfree,XGBoost,0.13921339563862928,0.9119897959183674
leakfree,XGBoost,0.12675233644859812,0.9207920792079208
leakfree,XGBoost,0.1133177570093458,0.9252782193958664
leakfree,XGBoost,0.09871495327102804,0.9218181818181819
leakfree,XGBoost,0.0852803738317757,0.9260042283298098
leakfree,XGBoost,0.07165109034267912,0.934010152284264
leakfree,XGBoost,0.058021806853582554,0.946031746031746
leakfree,XGBoost,0.04322429906542056,0.940677966101695
leakfree,XGBoost,0.02940031152647975,0.9617834394904459
leakfree,XGBoost,0.014797507788161994,0.9743589743589743
leakfree,XGBoost,0.0,1.0
leakfree,LightGBM,1.0,0.3673294235445573
leakfree,LightGBM,1.0,0.3697624190064795
leakfree,LightGBM,1.0,0.37185056472632494
leakfree,LightGBM,1.0,0.3740168948441596
leakfree,LightGBM,0.9990264797507789,0.3757597949469059
leakfree,LightGBM,0.9988317757009346,0.377817057003977
leakfree,LightGBM,0.9984423676012462,0.37982371676172133
leakfree,LightGBM,0.9982476635514018,0.3819848010728654
leakfree,LightGBM,0.9980529595015576,0.3842290682857357
leakfree,LightGBM,0.9970794392523364,0.3863447755563938
leakfree,LightGBM,0.9964953271028038,0.3885514728211357
leakfree,LightGBM,0.9955218068535826,0.3905438435685915
leakfree,LightGBM,0.9955218068535826,0.39285439877064926
leakfree,LightGBM,0.995132398753894,0.39516004329673726
leakfree,LightGBM,0.9949376947040498,0.39760348583877997
leakfree,LightGBM,0.9945482866043613,0.39984344422700585
leakfree,LightGBM,0.9939641744548287,0.40215850007877735
leakfree,LightGBM,0.9935747663551402,0.4045825735352414
leakfree,LightGBM,0.9929906542056075,0.4069906631553747
leakfree,LightGBM,0.9920171339563862,0.4092698208691461
leakfree,LightGBM,0.9914330218068536,0.41177421963448163
leakfree,LightGBM,0.9904595015576324,0.4139811197916667
leakfree,LightGBM,0.9894859813084113,0.4162503071504628
leakfree,LightGBM,0.9887071651090342,0.4187005277044855
leakfree,LightGBM,0.9871495327102804,0.420746887966805
leakfree,LightGBM,0.9865654205607477,0.42323755429335114
leakfree,LightGBM,0.9857866043613707,0.42567681183790146
leakfree,LightGBM,0.9844236760124611,0.4279305966991113
leakfree,LightGBM,0.9832554517133957,0.4303732742457815
leakfree,LightGBM,0.9820872274143302,0.4328127681482753
leakfree,LightGBM,0.9801401869158879,0.43494038361845516
leakfree,LightGBM,0.9779984423676013,0.43693458594293666
leakfree,LightGBM,0.9774143302180686,0.43969519138127355
leakfree,LightGBM,0.9762461059190031,0.4423076923076923
leakfree,LightGBM,0.9754672897196262,0.44501687688754665
leakfree,LightGBM,0.9735202492211839,0.44726719742374094
leakfree,LightGBM,0.9721573208722741,0.44973878580435955
leakfree,LightGBM,0.9700155763239875,0.4521281422996642
leakfree,LightGBM,0.9690420560747663,0.4548528605373789
leakfree,LightGBM,0.967873831775701,0.4575241601472618
leakfree,LightGBM,0.9655373831775701,0.4597626552938995
leakfree,LightGBM,0.9643691588785047,0.46259456430372653
leakfree,LightGBM,0.9614485981308412,0.4645780412080158
leakfree,LightGBM,0.9600856697819314,0.4672604946460722
leakfree,LightGBM,0.9575545171339563,0.46958846557815337
leakfree,LightGBM,0.9567757009345794,0.4727272727272727
leakfree,LightGBM,0.9559968847352025,0.47586741616592365
leakfree,LightGBM,0.9534657320872274,0.47831607735885917
leakfree,LightGBM,0.9505451713395638,0.48055911014863667
leakfree,LightGBM,0.9476246105919003,0.4828373015873016
leakfree,LightGBM,0.9460669781931464,0.4859
leakfree,LightGBM,0.944119937694704,0.4886627028116497
leakfree,LightGBM,0.9413940809968847,0.49106236034938044
leakfree,LightGBM,0.9394470404984424,0.4938587512794268
leakfree,LightGBM,0.9376947040498442,0.49685339936036316
leakfree,LightGBM,0.9353582554517134,0.49963598543941756
leakfree,LightGBM,0.9318535825545171,0.5017297410630045
leakfree,LightGBM,0.9291277258566978,0.5043864284959306
leakfree,LightGBM,0.92601246105919,0.5068741340722583
leakfree,LightGBM,0.9236760124610592,0.5099978499247474
leakfree,LightGBM,0.9209501557632399,0.5127371273712737
leakfree,LightGBM,0.9182242990654206,0.5155225185832969
leakfree,LightGBM,0.915303738317757,0.5183020948180815
leakfree,LightGBM,0.9137461059190031,0.5217923059817656
leakfree,LightGBM,0.908683800623053,0.5234997195737521
leakfree,LightGBM,0.9067367601246106,0.5269887971030893
leakfree,LightGBM,0.903816199376947,0.530090213543451
leakfree,LightGBM,0.8993380062305296,0.5322654989628947
leakfree,LightGBM,0.8958333333333334,0.5348756103231807
leakfree,LightGBM,0.8927180685358256,0.5378930079774754
leakfree,LightGBM,0.8886292834890965,0.5402462121212122
leakfree,LightGBM,0.8847352024922118,0.5428264245609844
leakfree,LightGBM,0.8794781931464174,0.5446105618519411
leakfree,LightGBM,0.8759735202492211,0.5475234270414994
leakfree,LightGBM,0.8714953271028038,0.5500122880314574
leakfree,LightGBM,0.866822429906542,0.5522202927313322
leakfree,LightGBM,0.86351246105919,0.5554164057608015
leakfree,LightGBM,0.8598130841121495,0.5584924750221323
leakfree,LightGBM,0.8549454828660437,0.5607918263090677
leakfree,LightGBM,0.8498831775700935,0.5630804953560371
leakfree,LightGBM,0.8457943925233645,0.5659934853420195
leakfree,LightGBM,0.8417056074766355,0.5693401817463453
leakfree,LightGBM,0.8372274143302181,0.5721889554224884
leakfree,LightGBM,0.8311915887850467,0.5740989779451318
leakfree,LightGBM,0.8253504672897196,0.5761076379450938
leakfree,LightGBM,0.8202881619937694,0.5785498489425982
